order_id,product_id,category_id,quantity,price_per_unit,total_profit
UK-9f307c22,c1377902-6953-4db0-b4df-6e9ead2a3fad,1,3,24.8,24.57
US-c6dabe39,4488c628-5ac3-495a-8e8a-ba3bb6870a8d,2,4,47.63,17.12
US-c5210e70,0319c556-207f-43f7-9c24-e65c13f43fcb,3,2,136.65,16.28
US-d2814033,b5446a40-881a-44df-b8e6-65789e4c4b68,2,5,195.31,67.6
CA-e4a4dcbb,d10edc1d-75bc-4355-9752-db993812da27,3,2,46.48,27.52
CA-d8a8f4db,f992c375-cc77-457e-a474-5ff97bf8b317,1,2,161.55,28.38
CA-8c0d5aeb,3d8c9a75-e8d5-468e-86e9-230c8cd87052,1,1,58.59,4.37
US-2be44ae2,c397fe2a-8e33-453d-aa37-306b36446799,3,1,41.95,9.86
US-2724fc51,1716bf32-6021-4084-bfea-8cc8789c5258,1,5,154.1,11.75
AU-d0d693f2,8ae7d0fa-68b2-4825-b2c6-26a764903235,2,5,194.75,20.2
UK-44bf5be2,241f830c-0336-4926-95dd-f551b4b8a3a4,4,3,58.49,26.76
UK-f279efa6,c1e42590-e62b-4143-bcb1-5ded327e509f,1,4,139.55,19.8
UK-ce54882a,d6d026b3-795a-4351-82c6-120039d70799,5,1,97.41,13.16
UK-6b7a38d8,56b7f51d-8e0e-451b-a06a-cee0060c5827,5,2,29.54,18.34
UK-ed5950b0,6ee24b40-2100-4ec1-bf9c-e0abe9d8bd99,5,2,198.26,26.12
UK-fc9db4bc,b81f6c6f-73d1-4af9-ab11-0e0d0b628860,4,4,104.9,26.44
UK-620e04ff,46476b5a-012c-421b-be76-258c03638b63,1,3,161.73,30.12
UK-8a677bf9,d5886721-068b-4148-a7e3-bd1328bd4707,4,4,15.33,24.76
UK-ef82cac1,25b5ed6a-34e9-4bb3-898c-3ae02421f8fd,1,5,54.34,21.9
CA-3c2439b5,9be12edd-4691-40f2-bb8a-1a7cd714fbed,4,5,20.43,58.35
CA-cb69d289,dbd65b74-f832-4ef7-a4e8-88e2eeb040d6,3,4,145.01,51.84
CA-6d107471,dc6d5637-e904-4032-a266-3e9063db371d,4,4,129.8,50.72
IN-f369ab4c,5ebac5ef-b2de-4212-941e-09f754f46914,3,1,14.46,4.27
IN-db1dd050,484c4604-b9a3-4fa2-9873-491450352275,3,4,97.24,14.84
IN-4008332f,53e6bb76-c12a-40aa-96a8-c250e7bffd45,3,2,178.37,27.32
IN-5e8e9816,a659a0f1-ec06-4c45-9a25-3a2890ac65c8,4,2,155.46,26.04
US-a66ed06b,5fbacad7-8262-48e1-9c6c-b5cb75fbeb34,5,5,138.8,40.1
US-4580c60f,3b96da5a-eb9a-4019-a810-5cfc00a418ce,5,5,131.29,71.8
CA-bb0dab9a,988acedf-29d5-464e-bc68-bdb6e47f398c,1,3,66.58,26.25
CA-aa0768ff,58c0011b-4eb2-4991-8aa0-04dd8e3eea2d,1,3,182.51,19.11
CA-76c3847a,e21609cd-da55-4794-8edc-ccce76596a42,5,3,78.56,23.37
CA-aff6190a,0e9fc842-36e6-48b2-8713-21c4823d8424,2,4,25.64,42.92
CA-908fa0cb,20a18047-d6d9-4697-963c-870cb543a0c8,1,3,87.15,23.67
US-4ef79688,3e2b68c2-f9b6-45fe-a9ed-f6b88e63fcd6,2,4,191.8,54.36
UK-68a1d464,2701b0af-33df-47c3-8c00-692b2d959bc4,1,5,122.46,69.2
UK-6899c7e4,479d3a72-b23f-4adc-9e31-6b1ddb1737f9,3,3,14.3,40.89
UK-12c32280,c6b7e664-e3a7-4889-8e43-e0d6ac7cc6ce,1,2,88.96,19.14
IN-05bb4370,e556fc86-7c7c-4f58-876f-732cd20ff109,5,4,178.44,23.52
IN-b6e188b6,51426726-0fce-48b0-bcdb-9908cc59c879,5,2,57.33,10.6
IN-3d1833a8,a0b09e40-2638-4910-bf90-94c3e72a9ed9,4,4,182.32,11.08
CA-b5879b61,fcffec13-c282-4aea-beff-48029d4ce1c4,4,2,34.68,14.36
CA-22e8cec6,5a07eacf-fd5a-410d-89ae-c805d92aa840,3,5,57.69,43.2
CA-41554754,1546c70d-8cb6-49d0-a9a8-04d6b8eca2ea,2,5,46.44,26.55
IN-dcfddcd2,31f7530b-36b5-4dc3-8417-68a422867726,5,3,144.52,40.5
IN-186e3053,7f8c86e2-f658-478b-94f9-473e4adbd5ea,3,5,26.32,46.15
IN-42c028f9,77936ef1-2ac8-4927-9e24-b94b8352c143,5,5,130.5,34.2
AU-578d69c0,fdf930a3-5428-4f71-a52b-91cc009d0b7f,4,3,86.19,16.68
US-d2775c65,1e4c9033-7f86-4bfe-923b-8f3f0bce990c,2,2,145.18,16.68
US-50457062,46cf020c-131a-4686-8077-e6734a066171,2,3,141.18,29.58
US-d7c71c26,20cfeb8f-0e72-411e-ab9f-0d2e5bc04563,1,2,124.91,27.44
IN-07d07037,d25d0884-d664-476a-b46c-ff895090e45c,1,2,103.68,12.48
IN-01686985,723f2b21-8b43-4d4b-aef2-7eb58b78d50a,4,2,65.96,8.88
IN-55842fb2,bb28257d-c56a-462f-b8b1-af33443cb9de,3,4,114.74,43.36
US-3d99ebdb,03050344-d94c-43f1-b667-51bb5bc776f2,1,3,120.38,36.54
US-a08d6f70,1a373a22-c35c-428d-a63f-99868e4929fa,2,2,117.75,4.78
IN-88ff2a3f,f4563cac-eb84-4c0d-aa7d-a70924475069,2,1,56.98,6.12
IN-264e3d85,0d1a81bf-df0d-4ef6-9931-5c01a165d8f3,3,3,131.98,17.37
IN-7274a56e,6d05e731-c8b4-4525-894d-c73e54a5ff87,2,4,173.96,28.32
IN-135ec08b,b68b741e-2df4-47ea-8be1-142408d707bd,3,2,98.43,9.98
IN-3e4a3c11,9001b8cb-22f1-4bd7-a393-a5adb8f96d3c,3,3,163.36,19.5
CA-3deea564,d9c3232f-a437-4283-9add-cbec928a781d,4,5,57.06,18.65
AU-72cd6a23,e8830b4b-30e5-4e72-a41c-a31dea86c16b,2,3,149.52,23.76
AU-e1472492,8c4d90c8-5af6-4d1f-bd8b-4e901d683977,3,4,127.86,42.72
IN-ea521afe,369cf86d-8e68-4a7a-b9f2-e2a1240bf23d,1,1,11.1,13.22
IN-18509878,2bf6f33f-04ea-49a7-9362-d3fe85f83090,3,5,171.83,69.15
UK-02ceef53,3fb1dbb5-02dc-426f-828a-3e1bb20d586d,5,5,191.88,26.85
UK-46430bbe,3e2b68c2-f9b6-45fe-a9ed-f6b88e63fcd6,2,2,151.95,27.18
CA-6834cc54,932a66cf-6da8-4c0d-ace7-90391a834f22,5,4,66.64,37.0
CA-127354c0,f860f22c-fc15-40c2-af0d-8159356addb7,1,4,160.45,49.6
UK-fd8020b7,02450916-d895-46c9-b1ad-5386556a94e8,5,1,106.07,8.27
UK-b6bb7189,46421f61-f595-408e-8385-59915214176c,2,1,153.12,4.6
IN-f8c99e60,419e7725-3c0f-4099-8340-2b512eb4f44d,5,1,191.21,12.84
IN-6db7d57b,9b8929df-3631-4e4d-bed0-7242644ede05,4,3,192.11,31.14
IN-af9e7ffb,75fb0b58-e482-4c63-8613-cb6d9a7b605a,1,5,59.53,73.1
US-96d5bdc5,dc0398fb-6b7e-4e9b-9a32-5ef94a557cfc,3,4,41.01,27.72
IN-39f644c5,38615c2d-dd1b-46b1-9f6a-ebcc9742341e,4,1,116.94,7.45
IN-d0185599,b1b100da-1f9f-4fa4-bc95-4b958d1c97a1,1,3,119.21,31.5
UK-ac79f14c,0e9fc842-36e6-48b2-8713-21c4823d8424,2,1,81.93,10.73
UK-a00bbb60,1d01a083-f9b2-45af-84cd-414a0431c2e4,5,4,47.41,36.76
US-b9a9e64f,a71af984-cc7b-498d-ace6-552787fdd4a1,2,1,118.08,11.2
CA-aca1941b,f3ac117c-a037-4339-9177-7d77ff8f6a71,4,1,12.41,4.75
IN-f6ef77f0,ebb91ea6-297a-4b65-8361-b0f6bedf2e15,2,4,132.46,10.16
UK-cf09bea8,0319c556-207f-43f7-9c24-e65c13f43fcb,3,3,171.9,24.42
US-30ffb254,803412cd-4914-482a-a494-6daedad3072a,5,4,104.23,11.76
AU-784f5af3,05ac7b94-10d1-4b75-aec0-f0bd542fed8b,5,1,125.79,7.15
AU-0cfad9b3,aa66d599-b902-453a-adc0-c2412aaae01e,1,5,170.16,12.0
AU-14e20a29,7735b121-269f-411a-8de7-423db08c7184,3,3,163.36,26.67
US-71f02566,d9f6cd55-ebf6-4163-8db3-26ee1c62d2a4,4,4,120.81,58.28
US-fa108ac9,933c5d63-d8ed-4465-aa2a-c3be80f4032c,3,3,120.75,16.05
CA-256a8aec,7df900eb-c0b4-49be-b5ce-21077afb98b3,2,1,107.6,2.13
CA-5818c461,b0990461-8f70-4f34-b96a-ff031e0e328d,3,4,180.49,39.48
CA-a9d864b6,7c9a3e0b-c4d7-4c3a-953b-2af3a17e7379,5,5,143.21,62.05
UK-2234b099,54fa9e9f-2943-4671-aa6f-bc358c269665,4,4,34.03,49.04
UK-7c1b2d80,2e2e9784-da42-49da-9370-b57327e6d0e2,2,1,95.84,7.61
UK-f6255413,4f2e0c16-9b0d-4e43-bd97-f86b74bba59f,2,2,129.74,12.66
UK-3df35dc4,e89e3b4a-a638-4814-86dd-0db0d9265f7d,4,5,99.69,50.5
UK-c640de2a,4388d53c-0450-4de2-88a3-989d97b70158,1,2,47.28,27.54
UK-d0bc7e43,9809381f-cd0a-42a7-b7bb-7516d636eff4,4,3,175.41,24.06
UK-db4e439e,469cf956-6b74-4c5e-9c46-c411dcbd0826,2,5,43.12,31.6
CA-c4161baa,44b0e586-2f03-4cdc-ad09-be40a23da827,3,1,151.31,5.38
US-9b6aa750,2307af61-006e-4b09-aae9-b2b803bd2c94,5,5,125.87,56.9
UK-2e42d17f,fc6eeb2b-68d3-47a3-aeee-641926378ec2,2,4,110.49,36.04
UK-14f9f4f6,803412cd-4914-482a-a494-6daedad3072a,5,2,25.69,5.88
UK-80033e95,c2b50887-b385-492a-9a0b-2c53f04b976e,4,2,152.22,9.96
CA-87ca539f,0500b552-f6c7-4abd-acc2-08277893afd2,4,4,159.08,32.52
US-ed91a63c,1c7d423c-a912-480e-a720-17d160900900,2,5,32.85,24.85
US-614fd589,0c042686-958d-4290-a7d4-186d03613027,4,1,26.44,10.34
AU-d4a1fbfe,cd188989-8925-4dad-a9c8-b336342932e0,5,4,180.03,24.04
CA-284c9934,29d28fc5-5149-4c9f-ab6e-7a561a1176c9,3,1,113.55,7.7
AU-be66ccae,cf095b84-0930-43df-a63a-0df11ff6324e,2,3,55.85,26.61
CA-09a3f798,9de582e5-b782-4a9c-9a35-6990a40ba494,3,5,146.38,44.35
CA-cc9fb3ce,e6e4c3f7-96eb-44ac-bf0e-ae48186aa313,3,1,113.7,2.38
CA-ee70b2a3,869e1be5-83c4-4b09-9ca5-fe562e31eeef,4,1,21.19,5.51
UK-6c805c24,7c9a3e0b-c4d7-4c3a-953b-2af3a17e7379,5,4,100.46,49.64
UK-2c9f7ec5,19f9d331-3016-4f82-90f0-15ec93de1fa8,4,2,36.07,13.78
UK-d3c85333,c80677f6-db4f-4f18-827e-db05904952df,4,4,81.13,41.2
IN-acf334a8,734084b9-de48-4b2a-8a58-3a9acc306e2d,4,2,107.71,17.82
IN-10586d62,2ce01923-fb90-48f5-a506-371f11f6402e,1,4,156.1,53.04
IN-f8118820,9ffccb3a-eddc-462b-bd41-e9c918a3141e,5,2,192.51,16.06
CA-c422a23a,d4575c2d-53b4-4429-8383-969e807cbf60,4,1,90.66,6.73
CA-d33c5bf3,0b5cb59b-753c-474f-a6fc-8e5c2f72e431,2,1,131.42,4.05
CA-ab412164,d42b4128-e5c4-4d35-8bb8-1f0d069b75ea,1,2,138.2,15.76
UK-1c3b2a5c,7c0dfd37-77a1-4175-8099-d7afec84ccb3,1,1,187.21,2.51
UK-a0f6c399,44201680-5876-437d-b933-b26a5aa8f8b9,1,5,111.42,48.6
AU-f6b737af,9b0a30b2-176c-4b78-9fc5-82b9e931ac95,5,2,96.05,7.52
UK-039bd884,c6b7e664-e3a7-4889-8e43-e0d6ac7cc6ce,1,4,180.65,38.28
US-2994aca7,5d2ec1d2-831d-45c6-a923-df686fa83140,4,3,19.43,8.73
US-1092c3eb,790bad6d-95de-4c9f-bcc5-db02d368ba99,1,3,140.82,32.79
US-cee27467,5904a425-0b17-41e2-95dc-d3c8935361cf,5,5,76.9,28.55
CA-a48b482d,9a13b061-d407-4062-beb6-69680bbcdc6a,5,1,32.14,8.02
CA-f8889421,d1cce051-c2b2-46e2-b822-bb6a7e93d882,4,2,48.38,13.12
AU-c92728bc,d72ba69f-5dcb-4d92-a596-0bc7b138a4f3,3,1,87.06,7.32
CA-3450c5df,c421bf86-bbab-4011-88bb-a0ecc4bd3a00,5,4,74.83,56.84
CA-17b73fb7,bfffcd3b-004c-41b6-90ed-ed85f27628b1,2,2,75.04,14.54
UK-24a18cbe,7df900eb-c0b4-49be-b5ce-21077afb98b3,2,5,89.93,10.65
UK-12e378b2,ba48192e-b325-4548-94de-de0e3c11a080,4,3,149.57,40.14
UK-60be2890,60f88540-c00e-49d3-81d8-264bd7551bca,2,4,83.49,29.64
UK-4f98e9c5,888d6b5a-687a-4110-bfae-d41e6ddffdae,5,1,169.59,9.09
UK-5178df01,6d3ba66f-cad2-40b2-811b-ff87dde6f528,2,1,116.24,14.52
UK-c433b076,e7d3f310-26c5-4617-9557-31298ea1e19d,5,1,194.23,7.62
IN-72874449,3862f82e-bc5c-4696-b83f-733547e29d8a,5,3,166.94,21.84
IN-89ea2157,03acaa5c-645c-4984-9ecb-b48960cad916,4,1,172.14,12.32
IN-572f20d6,24a34252-ef7a-47a4-91a0-379e391e860f,3,5,191.69,46.45
US-c6c7c0dd,7a02eaef-364a-4e6b-99a1-3d4318aacb7d,5,4,180.33,30.52
US-d869ebb4,a9b499cf-f6d5-4a71-8b21-8df72a3a5cb6,5,5,44.65,51.7
CA-fb137527,ba48192e-b325-4548-94de-de0e3c11a080,4,4,146.99,53.52
CA-bfa4b7bf,033dafa8-13de-446a-94c7-27c5f9543b7b,4,4,144.28,13.88
AU-2e523056,66f4cd6e-16ab-4657-b41c-fb9e933b74b9,3,2,138.47,23.36
AU-9b720d06,366fbb6a-995b-4aa5-8bad-e1db37fe13b1,3,3,23.2,15.54
AU-b0194908,4b1f6d1d-8c0c-4f99-989f-ac329a8c0f50,3,2,65.7,22.98
US-8b8bac6d,26773b9d-dd3f-4fc3-9594-76490f2e2efe,4,4,118.7,25.2
IN-f56c3196,262c54cb-e43e-4f39-9a7b-a34a7e6f96ef,5,2,127.3,15.88
IN-74956067,9f7812fd-0ccd-44ed-a417-3bfae8439cdc,3,1,57.04,7.12
IN-be068fcf,fa105d2d-29dc-4e5b-9fe7-a62f55667dc5,5,3,143.78,40.77
CA-82b77ce7,1799dfe8-663e-4675-8e9d-7aa37e14ba49,1,1,23.05,3.54
AU-0fbcc8c2,7b4d5a08-16b7-4172-93e6-658864d32421,4,3,111.52,26.1
AU-a271e12f,ec9e16f3-8462-4056-b8ed-7b2cfa2efb7b,1,1,141.02,8.04
IN-374a787b,f51ab4a4-bbb0-449e-9756-eb15eaae8219,5,4,178.09,17.16
IN-4256e8f1,524f818f-ccf7-470e-b023-32bc9159fa1e,4,4,36.33,44.12
IN-baa88eea,2d2601af-d652-40d0-a604-e26a1405f2e0,3,1,113.48,8.49
AU-23526d0a,96ca5fdc-ce7d-4d32-b68b-a8aafcbb7c5a,2,5,56.41,51.9
UK-cddfc928,c7335682-4c7e-4fb6-8c45-666309d2c7c2,4,2,155.05,27.08
UK-48a410c1,9b0a30b2-176c-4b78-9fc5-82b9e931ac95,5,4,169.63,15.04
UK-3548df50,2d2601af-d652-40d0-a604-e26a1405f2e0,3,1,190.38,8.49
US-55e973d8,ee208e65-dc0f-4aee-8590-d44796845d23,2,4,172.7,39.76
AU-5a479b90,200be536-bed6-4903-b90b-37a1e15f01ba,4,1,16.27,6.95
AU-e4b6e3dd,577a10f3-f6ad-4ed5-bd2a-b37eb6f9fc1c,5,5,163.68,62.05
AU-a520cee9,b6440687-84b0-46ec-9cc8-fc550730bd6b,2,2,27.34,28.94
CA-39d70b08,3d3a2817-f501-492b-ad27-017f71272c8d,1,2,179.1,6.58
US-b5f0c6f1,310c701a-87f2-43ca-8a96-6912cd36da11,2,5,173.02,14.05
IN-604e648a,d64b6c84-bfb5-434b-97f3-9cd02250ef91,1,3,160.45,33.48
IN-5ba3ac49,c242cc72-b3d2-446b-8065-babab7d7e3df,1,4,36.29,29.44
AU-2d173d26,d0c98a11-6c40-4539-9df8-4ae79e59fb9d,1,4,29.49,51.28
AU-2a32a334,f97d00b7-aff0-46ec-876d-cb4cab3b803e,1,1,130.53,3.69
UK-b3ce070d,744449b1-3773-41d4-be75-f2c287e1ef34,5,3,131.12,24.48
IN-45ff447f,dd5e27c0-f867-4909-8bd8-325475d02ed0,2,2,147.18,25.8
IN-298d9307,eaeee4f0-8b1f-4180-8999-d18a8b51674d,4,4,177.77,10.76
AU-2b7728a4,323e8d42-0eca-4e46-95bc-f070355e1057,2,2,121.65,29.98
AU-e68f6db4,dbdc7776-7a21-4de2-bf56-4b29cbdb5b34,2,1,75.47,4.38
AU-854f2aac,a71af984-cc7b-498d-ace6-552787fdd4a1,2,4,99.49,44.8
US-aad2eb9e,32229c2f-edbc-481a-8f75-39c37899c519,1,3,111.52,40.95
US-91500ea0,c14707b0-07c8-46ea-a884-1c897b321971,1,2,70.45,6.94
CA-1af9952c,8f6db94d-3888-4507-a8e1-d24ffeee6007,2,2,121.86,6.24
CA-5266062b,6719ba7c-ca24-4e66-b8d0-74f323426197,1,5,73.15,19.95
AU-c560aa61,717b5231-1778-4650-964a-962e6cc92988,4,3,68.49,38.76
AU-3e8dbe86,419cbb9e-3ebd-4185-923c-eb4014392328,5,4,156.96,9.24
IN-4d9b55bb,bd9f3f36-407f-40be-9183-4f02d7470f6f,3,1,60.57,8.88
IN-75ba0922,9ab67da3-cb5c-40a4-ad85-13fa51dbea97,4,4,122.44,24.52
IN-eebe7141,af957418-df3a-4152-90e9-ea0764ca4153,5,4,162.47,19.16
US-d5328512,07408ea2-c19c-4529-8599-eeb3a181641f,3,3,39.11,9.81
AU-30f35f8c,bc0d32a3-2523-4577-b61d-cbf388912f5f,2,2,184.92,10.82
US-bf1a9c74,bd12dc9b-9050-4baf-9fd6-a97e58750e36,4,2,71.93,17.08
